programevent_id,name_de,eventbegin,channel,market,turnover
190001810,Bayern München - Bayer Leverkusen,2017-08-18 20:38:08,Online,totals-team-wins,
190001810,Bayern München - Bayer Leverkusen,2017-08-18 20:38:08,Retail,points-more-less-rest,
190001810,Bayern München - Bayer Leverkusen,2017-08-18 20:38:08,Online,standard,
190001810,Bayern München - Bayer Leverkusen,2017-08-18 20:38:08,Retail,halftime-fulltime,
190001810,Bayern München - Bayer Leverkusen,2017-08-18 20:38:08,Retail,points-more-less-than,
190001810,Bayern München - Bayer Leverkusen,2017-08-18 20:38:08,Retail,standard-rest,
190001810,Bayern München - Bayer Leverkusen,2017-08-18 20:38:08,Online,double-chance,
190001810,Bayern München - Bayer Leverkusen,2017-08-18 20:38:08,Retail,section-points-more-less,
190001810,Bayern München - Bayer Leverkusen,2017-08-18 20:38:08,Retail,score-both,
190001810,Bayern München - Bayer Leverkusen,2017-08-18 20:38:08,Online,points-more-less-rest,
190001810,Bayern München - Bayer Leverkusen,2017-08-18 20:38:08,Retail,next-point,
190001810,Bayern München - Bayer Leverkusen,2017-08-18 20:38:08,Retail,double-chance,
190001810,Bayern München - Bayer Leverkusen,2017-08-18 20:38:08,Retail,goal-scorer-team-wins,
190001810,Bayern München - Bayer Leverkusen,2017-08-18 20:38:08,Retail,totals-team-wins,
190001810,Bayern München - Bayer Leverkusen,2017-08-18 20:38:08,Online,correct-score-live,
190001810,Bayern München - Bayer Leverkusen,2017-08-18 20:38:08,Retail,standard-rest-halftime,
190001810,Bayern München - Bayer Leverkusen,2017-08-18 20:38:08,Online,standard-rest-halftime,
190001810,Bayern München - Bayer Leverkusen,2017-08-18 20:38:08,Online,section-win,
190001810,Bayern München - Bayer Leverkusen,2017-08-18 20:38:08,Retail,section-win,
190001810,Bayern München - Bayer Leverkusen,2017-08-18 20:38:08,Online,halftime-fulltime,
190001810,Bayern München - Bayer Leverkusen,2017-08-18 20:38:08,Online,team-to-win-to-nil,
190001810,Bayern München - Bayer Leverkusen,2017-08-18 20:38:08,Online,points-more-less-rest-halftime,
190001810,Bayern München - Bayer Leverkusen,2017-08-18 20:38:08,Online,number-of-points-2,
190002810,1899 Hoffenheim - Werder Bremen,2017-08-19 15:30:10,Retail,standard,
190002810,1899 Hoffenheim - Werder Bremen,2017-08-19 15:30:10,Online,next-point-halftime,
190002810,1899 Hoffenheim - Werder Bremen,2017-08-19 15:30:10,Online,custom-place-yes-no,
190002810,1899 Hoffenheim - Werder Bremen,2017-08-19 15:30:10,Online,score-both,
190002810,1899 Hoffenheim - Werder Bremen,2017-08-19 15:30:10,Retail,score-both-halftime,
190002810,1899 Hoffenheim - Werder Bremen,2017-08-19 15:30:10,Online,goal-scorer-team-wins,
190002810,1899 Hoffenheim - Werder Bremen,2017-08-19 15:30:10,Online,totals-team-wins,
190002810,1899 Hoffenheim - Werder Bremen,2017-08-19 15:30:10,Retail,points-more-less-rest,
190002810,1899 Hoffenheim - Werder Bremen,2017-08-19 15:30:10,Online,team-scores,
190002810,1899 Hoffenheim - Werder Bremen,2017-08-19 15:30:10,Retail,points-more-less-than,
190002810,1899 Hoffenheim - Werder Bremen,2017-08-19 15:30:10,Retail,point-bet,
190002810,1899 Hoffenheim - Werder Bremen,2017-08-19 15:30:10,Retail,goal-scorer,
190002810,1899 Hoffenheim - Werder Bremen,2017-08-19 15:30:10,Online,points-more-less-rest,
190002810,1899 Hoffenheim - Werder Bremen,2017-08-19 15:30:10,Online,points-more-less-than,
190002810,1899 Hoffenheim - Werder Bremen,2017-08-19 15:30:10,Online,point-bet,
190002810,1899 Hoffenheim - Werder Bremen,2017-08-19 15:30:10,Retail,double-chance,
190002810,1899 Hoffenheim - Werder Bremen,2017-08-19 15:30:10,Online,section-win,
190002810,1899 Hoffenheim - Werder Bremen,2017-08-19 15:30:10,Online,handicap,
190002810,1899 Hoffenheim - Werder Bremen,2017-08-19 15:30:10,Retail,score-both,
190002810,1899 Hoffenheim - Werder Bremen,2017-08-19 15:30:10,Retail,next-point,
190002810,1899 Hoffenheim - Werder Bremen,2017-08-19 15:30:10,Retail,next-point-halftime,
190002810,1899 Hoffenheim - Werder Bremen,2017-08-19 15:30:10,Online,next-point,
190002810,1899 Hoffenheim - Werder Bremen,2017-08-19 15:30:10,Retail,section-points-more-less,
190002810,1899 Hoffenheim - Werder Bremen,2017-08-19 15:30:10,Online,section-points-more-less,
190002810,1899 Hoffenheim - Werder Bremen,2017-08-19 15:30:10,Online,head-to-head,
190002810,1899 Hoffenheim - Werder Bremen,2017-08-19 15:30:10,Online,points-more-less-rest-halftime,
190002810,1899 Hoffenheim - Werder Bremen,2017-08-19 15:30:10,Retail,points-more-less-rest-halftime,
190002810,1899 Hoffenheim - Werder Bremen,2017-08-19 15:30:10,Online,double-chance,
190002810,1899 Hoffenheim - Werder Bremen,2017-08-19 15:30:10,Retail,standard-rest,
190002810,1899 Hoffenheim - Werder Bremen,2017-08-19 15:30:10,Retail,handicap,
190002810,1899 Hoffenheim - Werder Bremen,2017-08-19 15:30:10,Retail,section-win,
190002810,1899 Hoffenheim - Werder Bremen,2017-08-19 15:30:10,Online,standard,
190002810,1899 Hoffenheim - Werder Bremen,2017-08-19 15:30:10,Online,goal-scorer,
190002510,Hamburger SV - FC Augsburg,2017-08-19 15:30:15,Retail,section-win,
190002510,Hamburger SV - FC Augsburg,2017-08-19 15:30:15,Online,points-more-less-rest-halftime,
190002510,Hamburger SV - FC Augsburg,2017-08-19 15:30:15,Online,score-both,
190002510,Hamburger SV - FC Augsburg,2017-08-19 15:30:15,Retail,section-points-more-less,
190002510,Hamburger SV - FC Augsburg,2017-08-19 15:30:15,Retail,handicap,
190002510,Hamburger SV - FC Augsburg,2017-08-19 15:30:15,Online,point-bet,
190002510,Hamburger SV - FC Augsburg,2017-08-19 15:30:15,Online,goal-scorer,
190002510,Hamburger SV - FC Augsburg,2017-08-19 15:30:15,Online,points-more-less-than,
190002510,Hamburger SV - FC Augsburg,2017-08-19 15:30:15,Online,standard,
190002510,Hamburger SV - FC Augsburg,2017-08-19 15:30:15,Retail,points-more-less-than,
190002510,Hamburger SV - FC Augsburg,2017-08-19 15:30:15,Online,points-more-less-rest,
190002510,Hamburger SV - FC Augsburg,2017-08-19 15:30:15,Retail,point-bet,
190002510,Hamburger SV - FC Augsburg,2017-08-19 15:30:15,Online,double-chance,
190002510,Hamburger SV - FC Augsburg,2017-08-19 15:30:15,Retail,next-point,
190002510,Hamburger SV - FC Augsburg,2017-08-19 15:30:15,Retail,standard,
190002510,Hamburger SV - FC Augsburg,2017-08-19 15:30:15,Retail,points-more-less-rest,
190002510,Hamburger SV - FC Augsburg,2017-08-19 15:30:15,Retail,points-more-less-rest-halftime,
190002510,Hamburger SV - FC Augsburg,2017-08-19 15:30:15,Retail,standard-rest,
190002510,Hamburger SV - FC Augsburg,2017-08-19 15:30:15,Retail,double-chance,
190002510,Hamburger SV - FC Augsburg,2017-08-19 15:30:15,Retail,next-point-halftime,
190002510,Hamburger SV - FC Augsburg,2017-08-19 15:30:15,Online,handicap,
190002510,Hamburger SV - FC Augsburg,2017-08-19 15:30:15,Online,next-point,
190002510,Hamburger SV - FC Augsburg,2017-08-19 15:30:15,Retail,score-both,
190002510,Hamburger SV - FC Augsburg,2017-08-19 15:30:15,Online,section-win,
190002910,VfL Wolfsburg - Borussia Dortmund ,2017-08-19 15:31:35,Retail,totals-team-wins,
190002910,VfL Wolfsburg - Borussia Dortmund ,2017-08-19 15:31:35,Retail,section-win,
190002910,VfL Wolfsburg - Borussia Dortmund ,2017-08-19 15:31:35,Online,standard-rest,
190002910,VfL Wolfsburg - Borussia Dortmund ,2017-08-19 15:31:35,Online,section-points-more-less,
190002910,VfL Wolfsburg - Borussia Dortmund ,2017-08-19 15:31:35,Online,goal-scorer-team-wins,
190002910,VfL Wolfsburg - Borussia Dortmund ,2017-08-19 15:31:35,Online,section-win,
190002910,VfL Wolfsburg - Borussia Dortmund ,2017-08-19 15:31:35,Online,totals-team-wins,
190002910,VfL Wolfsburg - Borussia Dortmund ,2017-08-19 15:31:35,Retail,points-more-less-rest,
190002910,VfL Wolfsburg - Borussia Dortmund ,2017-08-19 15:31:35,Retail,handicap,
190002910,VfL Wolfsburg - Borussia Dortmund ,2017-08-19 15:31:35,Retail,points-more-less-rest-halftime,
190002910,VfL Wolfsburg - Borussia Dortmund ,2017-08-19 15:31:35,Online,standard,
190002910,VfL Wolfsburg - Borussia Dortmund ,2017-08-19 15:31:35,Online,team-scores,
190002910,VfL Wolfsburg - Borussia Dortmund ,2017-08-19 15:31:35,Online,points-more-less-than,
190002910,VfL Wolfsburg - Borussia Dortmund ,2017-08-19 15:31:35,Online,goal-scorer,
190002910,VfL Wolfsburg - Borussia Dortmund ,2017-08-19 15:31:35,Retail,section-points-more-less,
190002910,VfL Wolfsburg - Borussia Dortmund ,2017-08-19 15:31:35,Retail,next-point-halftime,
190002910,VfL Wolfsburg - Borussia Dortmund ,2017-08-19 15:31:35,Retail,standard-rest,
190002910,VfL Wolfsburg - Borussia Dortmund ,2017-08-19 15:31:35,Online,points-more-less-rest,
190002910,VfL Wolfsburg - Borussia Dortmund ,2017-08-19 15:31:35,Online,next-point,
190002910,VfL Wolfsburg - Borussia Dortmund ,2017-08-19 15:31:35,Retail,standard-rest-halftime,
190002910,VfL Wolfsburg - Borussia Dortmund ,2017-08-19 15:31:35,Online,double-chance,
190002910,VfL Wolfsburg - Borussia Dortmund ,2017-08-19 15:31:35,Retail,points-more-less-than,
190002910,VfL Wolfsburg - Borussia Dortmund ,2017-08-19 15:31:35,Online,point-bet,
190002910,VfL Wolfsburg - Borussia Dortmund ,2017-08-19 15:31:35,Online,handicap,
190002910,VfL Wolfsburg - Borussia Dortmund ,2017-08-19 15:31:35,Retail,score-both,
190002910,VfL Wolfsburg - Borussia Dortmund ,2017-08-19 15:31:35,Retail,goal-scorer,
190002910,VfL Wolfsburg - Borussia Dortmund ,2017-08-19 15:31:35,Online,team-points-more-less,
190002910,VfL Wolfsburg - Borussia Dortmund ,2017-08-19 15:31:35,Retail,team-points-more-less,
190002910,VfL Wolfsburg - Borussia Dortmund ,2017-08-19 15:31:35,Retail,double-chance,
190002910,VfL Wolfsburg - Borussia Dortmund ,2017-08-19 15:31:35,Online,score-both,
190002910,VfL Wolfsburg - Borussia Dortmund ,2017-08-19 15:31:35,Online,head-to-head,
190002910,VfL Wolfsburg - Borussia Dortmund ,2017-08-19 15:31:35,Retail,next-point,
190002910,VfL Wolfsburg - Borussia Dortmund ,2017-08-19 15:31:35,Retail,point-bet,
190002910,VfL Wolfsburg - Borussia Dortmund ,2017-08-19 15:31:35,Retail,standard,
190002910,VfL Wolfsburg - Borussia Dortmund ,2017-08-19 15:31:35,Online,points-more-less-rest-halftime,
190002910,VfL Wolfsburg - Borussia Dortmund ,2017-08-19 15:31:35,Online,next-point-halftime,
190002610,Hertha BSC - VfB Stuttgart,2017-08-19 15:32:03,Retail,next-point,
190002610,Hertha BSC - VfB Stuttgart,2017-08-19 15:32:03,Retail,standard,
190002610,Hertha BSC - VfB Stuttgart,2017-08-19 15:32:03,Online,double-chance,
190002610,Hertha BSC - VfB Stuttgart,2017-08-19 15:32:03,Retail,next-point-halftime,
190002610,Hertha BSC - VfB Stuttgart,2017-08-19 15:32:03,Retail,section-points-more-less,
190002610,Hertha BSC - VfB Stuttgart,2017-08-19 15:32:03,Online,next-point,
190002610,Hertha BSC - VfB Stuttgart,2017-08-19 15:32:03,Retail,goal-scorer,
190002610,Hertha BSC - VfB Stuttgart,2017-08-19 15:32:03,Online,points-more-less-than,
190002610,Hertha BSC - VfB Stuttgart,2017-08-19 15:32:03,Online,point-bet,
190002610,Hertha BSC - VfB Stuttgart,2017-08-19 15:32:03,Retail,points-more-less-rest-halftime,
190002610,Hertha BSC - VfB Stuttgart,2017-08-19 15:32:03,Online,handicap,
190002610,Hertha BSC - VfB Stuttgart,2017-08-19 15:32:03,Retail,handicap,
190002610,Hertha BSC - VfB Stuttgart,2017-08-19 15:32:03,Online,score-both,
190002610,Hertha BSC - VfB Stuttgart,2017-08-19 15:32:03,Retail,points-more-less-than,
190002610,Hertha BSC - VfB Stuttgart,2017-08-19 15:32:03,Retail,score-both,
190002610,Hertha BSC - VfB Stuttgart,2017-08-19 15:32:03,Retail,points-more-less-rest,
190002610,Hertha BSC - VfB Stuttgart,2017-08-19 15:32:03,Retail,standard-rest,
190002610,Hertha BSC - VfB Stuttgart,2017-08-19 15:32:03,Retail,double-chance,
190002610,Hertha BSC - VfB Stuttgart,2017-08-19 15:32:03,Online,section-win,
190002610,Hertha BSC - VfB Stuttgart,2017-08-19 15:32:03,Online,standard,
190002610,Hertha BSC - VfB Stuttgart,2017-08-19 15:32:03,Online,points-more-less-rest,
190002610,Hertha BSC - VfB Stuttgart,2017-08-19 15:32:03,Online,goal-scorer,
190002610,Hertha BSC - VfB Stuttgart,2017-08-19 15:32:03,Online,section-points-more-less,
190002610,Hertha BSC - VfB Stuttgart,2017-08-19 15:32:03,Online,points-more-less-rest-halftime,
190002610,Hertha BSC - VfB Stuttgart,2017-08-19 15:32:03,Retail,point-bet,
190002610,Hertha BSC - VfB Stuttgart,2017-08-19 15:32:03,Retail,section-win,
190002410,FSV Mainz 05 - Hannover 96,2017-08-19 15:32:43,Retail,score-both,
190002410,FSV Mainz 05 - Hannover 96,2017-08-19 15:32:43,Online,points-more-less-than,
190002410,FSV Mainz 05 - Hannover 96,2017-08-19 15:32:43,Online,points-more-less-rest-halftime,
190002410,FSV Mainz 05 - Hannover 96,2017-08-19 15:32:43,Retail,next-point,
190002410,FSV Mainz 05 - Hannover 96,2017-08-19 15:32:43,Retail,double-chance,
190002410,FSV Mainz 05 - Hannover 96,2017-08-19 15:32:43,Online,next-point,
190002410,FSV Mainz 05 - Hannover 96,2017-08-19 15:32:43,Retail,next-point-halftime,
190002410,FSV Mainz 05 - Hannover 96,2017-08-19 15:32:43,Retail,points-more-less-rest-halftime,
190002410,FSV Mainz 05 - Hannover 96,2017-08-19 15:32:43,Retail,standard,
190002410,FSV Mainz 05 - Hannover 96,2017-08-19 15:32:43,Retail,points-more-less-than,
190002410,FSV Mainz 05 - Hannover 96,2017-08-19 15:32:43,Online,handicap,
190002410,FSV Mainz 05 - Hannover 96,2017-08-19 15:32:43,Online,points-more-less-rest,
190002410,FSV Mainz 05 - Hannover 96,2017-08-19 15:32:43,Online,standard,
190002410,FSV Mainz 05 - Hannover 96,2017-08-19 15:32:43,Online,point-bet,
190002410,FSV Mainz 05 - Hannover 96,2017-08-19 15:32:43,Online,section-win,
190002410,FSV Mainz 05 - Hannover 96,2017-08-19 15:32:43,Retail,standard-rest,
190002410,FSV Mainz 05 - Hannover 96,2017-08-19 15:32:43,Retail,section-points-more-less,
190002410,FSV Mainz 05 - Hannover 96,2017-08-19 15:32:43,Retail,handicap,
190002410,FSV Mainz 05 - Hannover 96,2017-08-19 15:32:43,Online,double-chance,
190002410,FSV Mainz 05 - Hannover 96,2017-08-19 15:32:43,Online,score-both,
190002410,FSV Mainz 05 - Hannover 96,2017-08-19 15:32:43,Retail,section-win,
190002410,FSV Mainz 05 - Hannover 96,2017-08-19 15:32:43,Online,goal-scorer,
190002410,FSV Mainz 05 - Hannover 96,2017-08-19 15:32:43,Retail,points-more-less-rest,
190002310,Schalke 04 - RB Leipzig,2017-08-19 18:32:30,Online,first-scorer,
190002310,Schalke 04 - RB Leipzig,2017-08-19 18:32:30,Retail,point-bet,
190002310,Schalke 04 - RB Leipzig,2017-08-19 18:32:30,Online,point-bet,
190002310,Schalke 04 - RB Leipzig,2017-08-19 18:32:30,Online,score-both,
190002310,Schalke 04 - RB Leipzig,2017-08-19 18:32:30,Retail,section-win,
190002310,Schalke 04 - RB Leipzig,2017-08-19 18:32:30,Online,goal-scorer-team-wins,
190002310,Schalke 04 - RB Leipzig,2017-08-19 18:32:30,Retail,next-point,
190002310,Schalke 04 - RB Leipzig,2017-08-19 18:32:30,Retail,double-chance,
190002310,Schalke 04 - RB Leipzig,2017-08-19 18:32:30,Retail,next-point-halftime,
190002310,Schalke 04 - RB Leipzig,2017-08-19 18:32:30,Retail,points-more-less-rest-halftime,
190002310,Schalke 04 - RB Leipzig,2017-08-19 18:32:30,Online,next-point,
190002310,Schalke 04 - RB Leipzig,2017-08-19 18:32:30,Online,double-chance,
190002310,Schalke 04 - RB Leipzig,2017-08-19 18:32:30,Online,points-more-less-rest-halftime,
190002310,Schalke 04 - RB Leipzig,2017-08-19 18:32:30,Online,next-point-halftime,
190002310,Schalke 04 - RB Leipzig,2017-08-19 18:32:30,Retail,goal-scorer,
190002310,Schalke 04 - RB Leipzig,2017-08-19 18:32:30,Retail,section-points-more-less,
190002310,Schalke 04 - RB Leipzig,2017-08-19 18:32:30,Retail,standard-rest,
190002310,Schalke 04 - RB Leipzig,2017-08-19 18:32:30,Retail,standard,
190002310,Schalke 04 - RB Leipzig,2017-08-19 18:32:30,Retail,points-more-less-rest,
190002310,Schalke 04 - RB Leipzig,2017-08-19 18:32:30,Online,team-scores,
190002310,Schalke 04 - RB Leipzig,2017-08-19 18:32:30,Online,goal-scorer,
190002310,Schalke 04 - RB Leipzig,2017-08-19 18:32:30,Online,halftime-fulltime,
190002310,Schalke 04 - RB Leipzig,2017-08-19 18:32:30,Retail,halftime-fulltime,
190002310,Schalke 04 - RB Leipzig,2017-08-19 18:32:30,Retail,score-both,
190002310,Schalke 04 - RB Leipzig,2017-08-19 18:32:30,Online,head-to-head,
190002310,Schalke 04 - RB Leipzig,2017-08-19 18:32:30,Online,points-more-less-rest,
190002310,Schalke 04 - RB Leipzig,2017-08-19 18:32:30,Online,standard,
190002310,Schalke 04 - RB Leipzig,2017-08-19 18:32:30,Online,points-more-less-than,
190002310,Schalke 04 - RB Leipzig,2017-08-19 18:32:30,Retail,points-more-less-than,
190002310,Schalke 04 - RB Leipzig,2017-08-19 18:32:30,Online,section-points-more-less,
190002310,Schalke 04 - RB Leipzig,2017-08-19 18:32:30,Online,handicap,
190002310,Schalke 04 - RB Leipzig,2017-08-19 18:32:30,Online,totals-team-wins,
190002310,Schalke 04 - RB Leipzig,2017-08-19 18:32:30,Retail,totals-team-wins,
190002310,Schalke 04 - RB Leipzig,2017-08-19 18:32:30,Retail,handicap,
190002310,Schalke 04 - RB Leipzig,2017-08-19 18:32:30,Online,section-win,
190002310,Schalke 04 - RB Leipzig,2017-08-19 18:32:30,Online,team-points-more-less,
190002710,SC Freiburg  - Eintracht Frankfurt,2017-08-20 15:31:54,Retail,standard-rest,
190002710,SC Freiburg  - Eintracht Frankfurt,2017-08-20 15:31:54,Online,score-both,
190002710,SC Freiburg  - Eintracht Frankfurt,2017-08-20 15:31:54,Retail,handicap,
190002710,SC Freiburg  - Eintracht Frankfurt,2017-08-20 15:31:54,Online,handicap,
190002710,SC Freiburg  - Eintracht Frankfurt,2017-08-20 15:31:54,Online,goal-scorer,
190002710,SC Freiburg  - Eintracht Frankfurt,2017-08-20 15:31:54,Retail,points-more-less-than,
190002710,SC Freiburg  - Eintracht Frankfurt,2017-08-20 15:31:54,Online,point-bet,
190002710,SC Freiburg  - Eintracht Frankfurt,2017-08-20 15:31:54,Retail,points-more-less-rest,
190002710,SC Freiburg  - Eintracht Frankfurt,2017-08-20 15:31:54,Online,double-chance,
190002710,SC Freiburg  - Eintracht Frankfurt,2017-08-20 15:31:54,Online,next-point-halftime,
190002710,SC Freiburg  - Eintracht Frankfurt,2017-08-20 15:31:54,Retail,halftime-fulltime,
190002710,SC Freiburg  - Eintracht Frankfurt,2017-08-20 15:31:54,Retail,section-points-more-less,
190002710,SC Freiburg  - Eintracht Frankfurt,2017-08-20 15:31:54,Online,head-to-head,
190002710,SC Freiburg  - Eintracht Frankfurt,2017-08-20 15:31:54,Retail,points-more-less-rest-halftime,
190002710,SC Freiburg  - Eintracht Frankfurt,2017-08-20 15:31:54,Online,points-more-less-rest-halftime,
190002710,SC Freiburg  - Eintracht Frankfurt,2017-08-20 15:31:54,Online,halftime-fulltime,
190002710,SC Freiburg  - Eintracht Frankfurt,2017-08-20 15:31:54,Retail,double-chance,
190002710,SC Freiburg  - Eintracht Frankfurt,2017-08-20 15:31:54,Online,section-points-more-less,
190002710,SC Freiburg  - Eintracht Frankfurt,2017-08-20 15:31:54,Online,next-point,
190002710,SC Freiburg  - Eintracht Frankfurt,2017-08-20 15:31:54,Retail,next-point,
190002710,SC Freiburg  - Eintracht Frankfurt,2017-08-20 15:31:54,Retail,standard,
190002710,SC Freiburg  - Eintracht Frankfurt,2017-08-20 15:31:54,Online,team-scores,
190002710,SC Freiburg  - Eintracht Frankfurt,2017-08-20 15:31:54,Retail,section-win,
190002710,SC Freiburg  - Eintracht Frankfurt,2017-08-20 15:31:54,Online,section-win,
190002710,SC Freiburg  - Eintracht Frankfurt,2017-08-20 15:31:54,Retail,score-both,
190002710,SC Freiburg  - Eintracht Frankfurt,2017-08-20 15:31:54,Retail,next-point-halftime,
190002710,SC Freiburg  - Eintracht Frankfurt,2017-08-20 15:31:54,Retail,point-bet,
190002710,SC Freiburg  - Eintracht Frankfurt,2017-08-20 15:31:54,Online,standard,
190002710,SC Freiburg  - Eintracht Frankfurt,2017-08-20 15:31:54,Online,points-more-less-than,
190002710,SC Freiburg  - Eintracht Frankfurt,2017-08-20 15:31:54,Online,points-more-less-rest,
190002010,Borussia M'gladbach - 1.FC Köln,2017-08-20 18:02:20,Online,standard,
190002010,Borussia M'gladbach - 1.FC Köln,2017-08-20 18:02:20,Retail,points-more-less-than,
190002010,Borussia M'gladbach - 1.FC Köln,2017-08-20 18:02:20,Online,totals-team-wins,
190002010,Borussia M'gladbach - 1.FC Köln,2017-08-20 18:02:20,Online,goal-scorer-team-wins,
190002010,Borussia M'gladbach - 1.FC Köln,2017-08-20 18:02:20,Online,section-points-more-less,
190002010,Borussia M'gladbach - 1.FC Köln,2017-08-20 18:02:20,Retail,handicap,
190002010,Borussia M'gladbach - 1.FC Köln,2017-08-20 18:02:20,Online,next-point-halftime,
190002010,Borussia M'gladbach - 1.FC Köln,2017-08-20 18:02:20,Online,handicap,
190002010,Borussia M'gladbach - 1.FC Köln,2017-08-20 18:02:20,Retail,next-point-halftime,
190002010,Borussia M'gladbach - 1.FC Köln,2017-08-20 18:02:20,Online,next-point,
190002010,Borussia M'gladbach - 1.FC Köln,2017-08-20 18:02:20,Retail,standard,
190002010,Borussia M'gladbach - 1.FC Köln,2017-08-20 18:02:20,Online,point-bet,
190002010,Borussia M'gladbach - 1.FC Köln,2017-08-20 18:02:20,Retail,points-more-less-rest-halftime,
190002010,Borussia M'gladbach - 1.FC Köln,2017-08-20 18:02:20,Online,points-more-less-than,
190002010,Borussia M'gladbach - 1.FC Köln,2017-08-20 18:02:20,Retail,double-chance,
190002010,Borussia M'gladbach - 1.FC Köln,2017-08-20 18:02:20,Retail,halftime-fulltime,
190002010,Borussia M'gladbach - 1.FC Köln,2017-08-20 18:02:20,Online,double-chance,
190002010,Borussia M'gladbach - 1.FC Köln,2017-08-20 18:02:20,Retail,points-more-less-rest,
190002010,Borussia M'gladbach - 1.FC Köln,2017-08-20 18:02:20,Retail,standard-rest,
190002010,Borussia M'gladbach - 1.FC Köln,2017-08-20 18:02:20,Online,standard-rest,
190002010,Borussia M'gladbach - 1.FC Köln,2017-08-20 18:02:20,Online,correct-score-live,
190002010,Borussia M'gladbach - 1.FC Köln,2017-08-20 18:02:20,Retail,section-win,
190002010,Borussia M'gladbach - 1.FC Köln,2017-08-20 18:02:20,Retail,score-both-halftime,
190002010,Borussia M'gladbach - 1.FC Köln,2017-08-20 18:02:20,Retail,section-points-more-less,
190002010,Borussia M'gladbach - 1.FC Köln,2017-08-20 18:02:20,Online,halftime-fulltime,
190002010,Borussia M'gladbach - 1.FC Köln,2017-08-20 18:02:20,Online,points-more-less-rest,
190002010,Borussia M'gladbach - 1.FC Köln,2017-08-20 18:02:20,Online,goal-scorer,
190002010,Borussia M'gladbach - 1.FC Köln,2017-08-20 18:02:20,Online,score-both-halftime,
190002010,Borussia M'gladbach - 1.FC Köln,2017-08-20 18:02:20,Online,team-scores,
190002010,Borussia M'gladbach - 1.FC Köln,2017-08-20 18:02:20,Online,score-both,
190002010,Borussia M'gladbach - 1.FC Köln,2017-08-20 18:02:20,Retail,point-bet,
190002010,Borussia M'gladbach - 1.FC Köln,2017-08-20 18:02:20,Online,points-more-less-rest-halftime,
190002010,Borussia M'gladbach - 1.FC Köln,2017-08-20 18:02:20,Retail,score-both,
190002010,Borussia M'gladbach - 1.FC Köln,2017-08-20 18:02:20,Retail,next-point,
190002010,Borussia M'gladbach - 1.FC Köln,2017-08-20 18:02:20,Online,section-win,
